session.id,tender,processor,gear,fish.number,length,weight,sex,age,gonad,Slide,Lot,Catch.Date,Location,Comments
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,1,230,154,1,4,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_14_09_47,Gordan Jensen,icicle,5,3,242,194,2,5,4,5,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,3,232,142,1,3,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_12_13_11,Gordan Jensen,icicle,5,3,237,194,1,5,5,86,38,5/10/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,6,258,255,1,6,5,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,6,227,162,1,30,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,7,223,148,1,4,5,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_08_13_49_23,Gordan Jensen,icicle,5,6,252,193,1,5,5,3,24,5/8/2020,Nunavachak,
TOGHER_2020_06_08_14_57_09,Gordan Jensen,icicle,5,9,240,193,1,5,5,8,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_17_02_35,Gordan Jensen,icicle,5,10,230,144,1,29,7,62,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_25_12,Gordan Jensen,icicle,5,4,227,193,2,5,5,29,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_16_15_10,Gordan Jensen,icicle,5,4,275,289,1,8,5,103,3,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,3,229,172,1,28,5,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,4,226,179,2,4,4,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_32_43,Gordan Jensen,icicle,5,1,253,193,1,5,5,31,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,6,249,186,1,4,5,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_23_51,Gordan Jensen,icicle,5,3,269,273,1,7,5,12,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,9,241,192,1,5,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,9,221,172,2,4,5,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,10,220,134,1,3,5,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_57_09,Gordan Jensen,icicle,5,8,239,191,2,5,5,8,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,5,265,254,1,6,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,3,245,196,2,4,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,4,236,200,2,4,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_31_28,Gordan Jensen,icicle,5,4,264,253,2,6,5,13,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,6,214,124,1,3,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,4,252,273,2,7,5,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_12_05_23,Gordan Jensen,icicle,5,3,255,273,2,7,5,36,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,9,230,186,2,4,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,10,236,173,1,4,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_46_30,Gordan Jensen,icicle,5,2,262,252,2,6,4,20,5,5/4/2020,Nunavachak,
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,8,235,191,2,5,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,3,212,132,1,4,7,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,4,227,153,1,4,5,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,9,239,191,1,5,5,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_09_47,Gordan Jensen,icicle,5,5,246,189,1,5,5,5,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,7,232,176,1,4,5,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_39_17,Gordan Jensen,icicle,5,4,270,273,1,7,5,91,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,9,233,196,1,4,5,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_02_07,Gordan Jensen,icicle,5,3,227,189,2,5,5,27,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,1,239,182,2,4,5,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,6,230,189,2,5,5,45,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_14_47_01,Gordan Jensen,icicle,5,5,272,270,1,7,5,95,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_15_26_07,Gordan Jensen,icicle,5,8,258,270,2,7,5,97,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,5,237,158,1,4,7,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,6,232,169,1,4,5,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,1,235,189,2,5,4,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_29_51,Gordan Jensen,icicle,5,8,235,176,1,4,5,66,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_16_38_43,Gordan Jensen,icicle,5,7,273,269,1,7,5,19,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_51_07,Gordan Jensen,icicle,5,4,267,288,1,8,5,82,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_28_58,Gordan Jensen,icicle,5,8,277,286,2,8,5,89,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,2,232,185,2,4,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,3,219,134,1,4,7,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,4,230,175,1,4,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,5,226,162,1,4,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,6,221,158,1,4,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,7,222,159,2,30,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,2,249,189,1,5,7,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,2,231,189,2,5,4,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,4,264,252,1,6,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_36_20,Gordan Jensen,icicle,5,1,229,164,2,4,5,68,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_52_29,Gordan Jensen,icicle,5,6,240,188,2,5,5,7,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_09_36_20,Gordan Jensen,icicle,5,3,229,152,1,4,5,68,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,1,267,269,1,7,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_36_20,Gordan Jensen,icicle,5,5,224,189,2,30,4,68,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,1,260,252,1,6,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_08_17_48_54,Gordan Jensen,icicle,5,8,256,251,2,6,4,24,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_09_36_20,Gordan Jensen,icicle,5,8,240,211,2,4,5,68,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,8,251,251,1,6,5,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,6,263,250,1,6,5,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,3,237,188,2,5,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_10_25_12,Gordan Jensen,icicle,5,5,229,186,1,5,5,29,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,3,246,189,1,4,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_11_04_50,Gordan Jensen,icicle,5,3,240,186,2,5,5,33,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,5,232,177,2,4,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,6,233,153,1,4,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_14_30,Gordan Jensen,icicle,5,10,239,186,1,5,5,53,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_10_59_54,Gordan Jensen,icicle,5,5,259,249,1,6,5,32,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,9,235,163,1,4,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_01_23,Gordan Jensen,icicle,5,5,245,185,2,5,4,9,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,1,232,178,2,4,4,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_11_06,Gordan Jensen,icicle,5,3,242,185,2,5,4,37,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,3,231,172,2,4,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,4,231,185,2,4,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_15_00_31,Gordan Jensen,icicle,5,1,268,268,1,7,5,49,4,5/4/2020,Nunavachak,
TOGHER_2020_06_09_15_03_36,Gordan Jensen,icicle,5,6,242,185,1,5,5,50,4,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_31_28,Gordan Jensen,icicle,5,8,268,267,1,7,5,13,1,5/4/2020,Nunavachak,
TOGHER_2020_06_08_15_35_19,Gordan Jensen,icicle,5,4,255,248,2,6,5,14,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,7,246,185,1,5,7,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,10,271,338,2,28,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,1,236,190,1,4,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_43_44,Gordan Jensen,icicle,5,2,251,248,2,6,5,44,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,3,248,185,1,5,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,4,216,165,1,4,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,5,232,166,1,4,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_08_15_44_20,Gordan Jensen,icicle,5,1,279,318,1,9,5,16,1,5/4/2020,Nunavachak,
TOGHER_2020_06_09_14_49_33,Gordan Jensen,icicle,5,4,292,379,1,10,5,47,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_27_25,Gordan Jensen,icicle,5,8,224,157,2,4,5,71,49,5/13/2020,Nunavachak,
TOGHER_2020_06_09_14_42_50,Gordan Jensen,icicle,5,10,270,248,1,6,7,45,4,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,6,240,185,2,5,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_41_57,Gordan Jensen,icicle,5,6,245,184,2,5,5,61,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,2,232,169,1,4,5,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,3,245,166,1,4,5,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,4,227,178,2,4,5,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,5,233,179,2,4,5,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_15_29_13,Gordan Jensen,icicle,5,5,236,184,1,5,5,98,2,5/4/2020,Nunavachak,
TOGHER_2020_06_10_12_28_58,Gordan Jensen,icicle,5,1,266,248,1,6,5,89,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_16_09_40,Gordan Jensen,icicle,5,1,267,248,1,6,5,101,3,5/4/2020,Nunavachak,
TOGHER_2020_06_09_11_07_41,Gordan Jensen,icicle,5,1,270,284,1,8,5,34,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,2,259,267,2,7,4,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,1,243,210,2,4,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,2,263,234,2,28,7,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,3,220,132,2,3,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_24_12,Gordan Jensen,icicle,5,7,274,266,1,7,7,88,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,5,254,244,1,28,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,7,247,247,2,6,5,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_01_44,Gordan Jensen,icicle,5,4,265,247,1,6,5,84,38,5/10/2020,Nunavachak,
TOGHER_2020_06_08_15_35_19,Gordan Jensen,icicle,5,2,290,371,1,10,4,14,1,5/4/2020,Nunavachak,
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,9,241,200,2,28,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_10_18_48,Gordan Jensen,icicle,5,6,252,262,2,7,5,28,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,1,244,195,2,28,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,5,263,260,2,7,5,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,9,240,183,1,5,5,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,4,238,187,2,4,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_25_58,Gordan Jensen,icicle,5,4,237,183,1,5,5,58,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_16_12_48,Gordan Jensen,icicle,5,1,259,260,1,7,5,102,3,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,10,239,183,2,5,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_01_44,Gordan Jensen,icicle,5,2,233,183,2,5,5,84,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,4,259,259,1,7,5,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_38_26,Gordan Jensen,icicle,5,10,243,189,1,4,5,74,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_12_08_18,Gordan Jensen,icicle,5,8,275,283,1,8,5,85,38,5/10/2020,Nunavachak,
TOGHER_2020_06_08_15_06_01,Gordan Jensen,icicle,5,10,237,182,2,5,5,10,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_12_28_36,Gordan Jensen,icicle,5,4,258,253,1,7,5,41,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_38_30,Gordan Jensen,icicle,5,8,250,182,1,5,5,81,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,5,241,178,1,4,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_10_18,Gordan Jensen,icicle,5,10,233,181,2,5,4,55,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,7,245,190,2,4,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,8,242,207,2,28,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_16_27,Gordan Jensen,icicle,5,5,238,181,2,5,5,57,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_10_41_30,Gordan Jensen,icicle,5,10,243,190,2,28,5,75,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_09_16_01,Gordan Jensen,icicle,5,5,235,181,2,5,4,63,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_26_39,Gordan Jensen,icicle,5,5,235,181,1,5,5,65,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,3,241,190,2,4,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,4,228,174,2,4,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,5,233,171,1,4,7,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,2,255,246,2,6,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,7,227,157,2,30,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_30_05,Gordan Jensen,icicle,5,6,235,181,2,5,5,72,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,9,264,271,2,28,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_45_16,Gordan Jensen,icicle,5,10,243,217,2,4,5,76,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,1,236,176,2,4,5,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_15_06_01,Gordan Jensen,icicle,5,3,241,179,2,5,4,10,24,5/8/2020,Nunavachak,
TOGHER_2020_06_10_12_36_13,Gordan Jensen,icicle,5,3,268,253,1,7,5,90,38,5/10/2020,Nunavachak,
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,4,242,216,2,28,4,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,5,224,160,1,4,5,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,7,242,246,2,6,5,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_16_12_48,Gordan Jensen,icicle,5,9,264,245,2,6,5,102,3,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,8,241,213,1,4,7,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,9,239,203,1,4,5,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_22_20,Gordan Jensen,icicle,5,10,240,202,1,28,7,77,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,1,251,184,1,4,7,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_12_23_46,Gordan Jensen,icicle,5,3,258,244,1,6,5,40,44,5/13/2020,Nunavachak,
TOGHER_2020_06_09_12_15_58,Gordan Jensen,icicle,5,2,237,179,1,5,5,38,44,5/13/2020,Nunavachak,
TOGHER_2020_06_08_14_09_47,Gordan Jensen,icicle,5,9,253,252,1,7,5,5,24,5/8/2020,Nunavachak,
TOGHER_2020_06_09_16_07_18,Gordan Jensen,icicle,5,5,234,178,2,5,5,54,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,6,246,180,2,4,5,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_28_17,Gordan Jensen,icicle,5,7,233,159,1,30,5,78,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,6,232,178,2,5,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_10_34_48,Gordan Jensen,icicle,5,4,264,251,1,7,5,73,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_09_39_50,Gordan Jensen,icicle,5,10,243,177,1,5,5,69,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_38_30,Gordan Jensen,icicle,5,10,267,251,1,7,7,81,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,2,229,171,1,4,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,3,230,173,2,4,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,4,239,197,2,4,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,5,254,207,1,28,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_09_42_40,Gordan Jensen,icicle,5,2,236,177,1,5,5,70,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,7,232,173,1,4,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_08_16_46_30,Gordan Jensen,icicle,5,7,256,243,2,6,5,20,5,5/4/2020,Nunavachak,
TOGHER_2020_06_10_11_31_32,Gordan Jensen,icicle,5,9,222,154,2,3,5,79,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_16_13_00,Gordan Jensen,icicle,5,5,232,176,2,5,5,56,29,5/8/2020,Nunavachak,mixture of May 8 & May 9 catch date
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,1,231,171,1,4,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_10_25_12,Gordan Jensen,icicle,5,6,245,243,2,6,5,29,33,5/9/2020,Nunavachak,
TOGHER_2020_06_09_09_53_59,Gordan Jensen,icicle,5,1,223,175,2,5,4,26,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,4,232,161,1,4,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_11_11_36,Gordan Jensen,icicle,5,6,231,175,1,5,5,35,33,5/9/2020,Nunavachak,
TOGHER_2020_06_10_09_24_08,Gordan Jensen,icicle,5,2,252,242,2,6,5,64,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,7,238,172,2,4,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_09_12_18_41,Gordan Jensen,icicle,5,4,247,175,1,5,7,39,44,5/13/2020,Nunavachak,
TOGHER_2020_06_10_09_32_38,Gordan Jensen,icicle,5,9,236,175,2,5,5,67,49,5/13/2020,Nunavachak,
TOGHER_2020_06_10_11_35_26,Gordan Jensen,icicle,5,10,217,161,2,4,5,80,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
TOGHER_2020_06_10_11_38_30,Gordan Jensen,icicle,5,1,241,197,1,4,5,81,19,5/6/2020,Nuna/Hag/Kuluk,Mixture of May 6 & May 7 catch date
